ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,CPM,CVR,CAC,ROI,CPC_calc,CPM_calc,ROAS_calc,Frequency
709183,2017-08-30,2017-08-30,916,103989,35-39,M,16,20,22,21026,4,4.630000114,2.0,1.0,0.019024065442785124,1.1575000285,0.22020356292209647,50.0,4.630000114,0.07991358032178215,1.1575000285,0.22020356292209647,0.017259952128325616,21026.0
709323,2017-08-17,2017-08-17,916,104012,35-39,M,15,17,19,7132,2,2.609999895,1.0,0.0,0.028042624789680313,1.3049999475,0.3659562387829501,50.0,,-1.0,1.3049999475,0.36595623878295014,-0.38314177786585696,7132.0
709326,2017-08-18,2017-08-18,916,104013,35-39,M,16,22,22,12190,2,3.049999952,1.0,0.0,0.016406890894175553,1.524999976,0.25020508219852333,50.0,,-1.0,1.524999976,0.2502050821985234,-0.32786885761891976,12190.0
709327,2017-08-18,2017-08-18,916,104013,35-39,M,16,22,20,12193,2,3.059999943,1.0,1.0,0.01640285409661281,1.5299999715,0.25096366300336254,50.0,3.059999943,0.6339869585415873,1.5299999715,0.2509636630033626,0.20718528442847992,12193.0
709544,2017-08-18,2017-08-18,916,104049,35-39,M,29,33,32,7440,2,2.980000019,1.0,1.0,0.026881720430107527,1.4900000095,0.4005376369623656,50.0,2.980000019,0.6778523382955722,1.4900000095,0.4005376369623656,0.22746722616566942,7440.0
709614,2017-08-19,2017-08-19,916,104061,40-44,M,16,19,20,19113,4,5.5200001,1.0,0.0,0.020928164076806362,1.380000025,0.2888086694919688,25.0,,-1.0,1.380000025,0.2888086694919688,-0.18115941700798158,19113.0
709756,2017-08-19,2017-08-19,916,104085,40-44,M,16,21,21,10976,2,1.690000057,1.0,1.0,0.018221574344023325,0.8450000285,0.15397230840014578,50.0,1.690000057,1.9585797818703863,0.8450000285,0.15397230840014575,1.158922908764367,10976.0
709901,2017-08-18,2017-08-18,916,104109,40-44,M,16,18,20,23817,7,8.470000148,1.0,1.0,0.02939077129781249,1.2100000211428572,0.3556283389175799,14.285714285714285,8.470000148,-0.409681238177943,1.2100000211428572,0.3556283389175799,-0.04836850425258611,23817.0
710045,2017-08-17,2017-08-17,916,104133,45-49,M,16,22,17,47224,12,15.82000017,1.0,0.0,0.025410808063696423,1.3183333475,0.33499915657292906,8.333333333333332,,-1.0,1.3183333475,0.33499915657292906,-0.06321112447876794,47224.0
710088,2017-08-17,2017-08-17,916,104140,45-49,M,24,26,27,2283,1,1.470000029,1.0,0.0,0.043802014892685065,1.470000029,0.6438896316250547,100.0,,-1.0,1.470000029,0.6438896316250547,-0.6802720954232035,2283.0
710360,2017-08-17,2017-08-17,916,104185,45-49,M,21,26,24,2182,1,1.529999971,1.0,1.0,0.045829514207149404,1.529999971,0.7011915540788267,100.0,1.529999971,2.2679739181511396,1.529999971,0.7011915540788268,1.4823359223129942,2182.0
710480,2017-08-17,2017-08-17,916,104205,30-34,F,16,21,20,57665,14,18.06999969,1.0,1.0,0.024278158328275384,1.2907142635714286,0.31336165247550507,7.142857142857142,18.06999969,-0.7232982797024055,1.2907142635714286,0.31336165247550507,-0.04002757565638926,57665.0
710571,2017-08-18,2017-08-18,916,104220,30-34,F,32,37,38,3091,1,1.610000014,1.0,1.0,0.03235198964736331,1.610000014,0.5208670378518279,100.0,1.610000014,2.1055900351066708,1.610000014,0.5208670378518279,1.3078198862094363,3091.0
710617,2017-08-18,2017-08-18,916,104228,30-34,F,15,19,16,5014,1,1.190000057,1.0,0.0,0.01994415636218588,1.190000057,0.2373354720781811,100.0,,-1.0,1.190000057,0.2373354720781811,-0.8403360942023888,5014.0
710623,2017-08-18,2017-08-18,916,104229,30-34,F,16,19,20,38726,7,9.220000267,1.0,0.0,0.018075711408356142,1.3171428952857143,0.23808294858751225,14.285714285714285,,-1.0,1.3171428952857143,0.23808294858751225,-0.1084598667072902,38726.0
710763,2017-08-29,2017-08-29,916,104252,30-34,F,15,19,17,5369,1,1.50999999,1.0,0.0,0.018625442354255912,1.50999999,0.2812441776867201,100.0,,-1.0,1.50999999,0.2812441776867201,-0.6622516600149116,5369.0
710836,2017-08-27,2017-08-27,916,104265,30-34,F,29,33,31,22221,7,9.430000067,1.0,1.0,0.03150173259529274,1.3471428667142857,0.4243733435488952,14.285714285714285,9.430000067,-0.46977731023594066,1.3471428667142857,0.42437334354889517,-0.04981731780468509,22221.0
710880,2017-08-26,2017-08-26,916,104272,30-34,F,65,70,68,13019,5,6.960000038,1.0,0.0,0.038405407481373374,1.3920000076,0.5346032750595284,20.0,,-1.0,1.3920000076,0.5346032750595284,-0.1436781601350905,13019.0
710961,2017-08-27,2017-08-27,916,104285,35-39,F,25,29,26,2508,1,1.220000029,1.0,0.0,0.03987240829346093,1.220000029,0.4864433927432217,100.0,,-1.0,1.220000029,0.4864433927432217,-0.8196721116635318,2508.0
710968,2017-08-27,2017-08-27,916,104287,35-39,F,27,31,29,5864,2,2.799999952,1.0,1.0,0.034106412005457026,1.399999976,0.47748975989085946,50.0,2.799999952,0.7857143163265312,1.399999976,0.47748975989085946,0.28061226064139994,5864.0
711217,2017-08-27,2017-08-27,916,104328,35-39,F,20,26,23,2783,1,1.600000024,1.0,0.0,0.035932446999640676,1.600000024,0.574919160618038,100.0,,-1.0,1.600000024,0.5749191606180382,-0.6249999906250001,2783.0
711764,2017-08-27,2017-08-27,916,104419,45-49,F,10,16,11,11199,4,5.730000019,1.0,1.0,0.035717474774533436,1.43250000475,0.5116528278417716,25.0,5.730000019,-0.1273996538532996,1.43250000475,0.5116528278417716,-0.02223379641027181,11199.0
711877,2017-08-26,2017-08-26,916,104438,45-49,F,63,67,65,17572,7,9.379999995,1.0,0.0,0.03983610289096289,1.3399999992857143,0.5338037784543592,14.285714285714285,,-1.0,1.3399999992857143,0.5338037784543592,-0.10660980815917366,17572.0
734210,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,13,13329,4,5.629999995,1.0,1.0,0.030009753169780176,1.40749999875,0.4223872754895341,25.0,5.629999995,-0.11190053207095968,1.40749999875,0.4223872754895341,-0.019875760598639162,13329.0
734215,2017-08-26,2017-08-26,936,108655,30-34,M,15,19,17,13659,3,3.840000033,1.0,0.0,0.021963540522732264,1.280000011,0.28113332110696243,33.33333333333333,,-1.0,1.280000011,0.28113332110696243,-0.260416664428711,13659.0
734352,2017-08-27,2017-08-27,936,108678,35-39,M,10,11,16,4423,1,1.460000038,1.0,1.0,0.022609088853719195,1.460000038,0.33009270585575406,100.0,1.460000038,2.4246574451116554,1.460000038,0.330092705855754,1.660724234249407,4423.0
734361,2017-08-29,2017-08-29,936,108680,35-39,M,16,19,19,12382,2,2.839999914,1.0,1.0,0.016152479405588758,1.419999957,0.2293652006137942,50.0,2.839999914,0.7605634335945266,1.419999957,0.2293652006137942,0.26780403402312447,12382.0
734381,2017-08-29,2017-08-29,936,108683,35-39,M,20,25,24,2938,1,1.350000024,1.0,1.0,0.03403675970047651,1.350000024,0.4594962641252553,100.0,1.350000024,2.7037036378600834,1.350000024,0.4594962641252553,2.0027433998475863,2938.0
734421,2017-08-29,2017-08-29,936,108690,35-39,M,27,29,32,10332,4,5.75,1.0,0.0,0.03871467286101432,1.4375,0.556523422377081,25.0,,-1.0,1.4375,0.5565234223770809,-0.17391304347826086,10332.0
734427,2017-08-29,2017-08-29,936,108691,35-39,M,28,29,31,8259,3,3.980000019,1.0,0.0,0.03632401017072285,1.326666673,0.48189853723211046,33.33333333333333,,-1.0,1.326666673,0.48189853723211046,-0.2512562802075705,8259.0
734433,2017-08-29,2017-08-29,936,108692,35-39,M,29,35,31,12158,3,4.449999928,1.0,0.0,0.024675111037999672,1.4833333093333334,0.36601414114163516,33.33333333333333,,-1.0,1.4833333093333334,0.36601414114163516,-0.2247191047595001,12158.0
734582,2017-08-29,2017-08-29,936,108716,40-44,M,29,33,33,7709,2,1.320000052,2.0,0.0,0.02594370216629913,0.660000026,0.1712284410429368,100.0,,-1.0,0.660000026,0.17122844104293683,-0.7575757277318653,7709.0
734726,2017-08-28,2017-08-28,936,108740,45-49,M,29,30,35,10466,3,4.090000033,1.0,0.0,0.02866424613032677,1.3633333443333333,0.3907892253965221,33.33333333333333,,-1.0,1.3633333443333333,0.3907892253965221,-0.24449877553338398,10466.0
734785,2017-08-28,2017-08-28,936,108750,30-34,F,10,13,13,5576,1,1.529999971,1.0,1.0,0.01793400286944046,1.529999971,0.2743902387015782,100.0,1.529999971,2.2679739181511396,1.529999971,0.27439023870157825,1.4823359223129942,5576.0
734796,2017-08-28,2017-08-28,936,108752,30-34,F,16,22,17,39337,7,10.03000009,1.0,1.0,0.017794951318097465,1.4328571557142857,0.2549762333172331,14.285714285714285,10.03000009,-0.501495517932742,1.4328571557142857,0.2549762333172331,-0.04999955268522256,39337.0
734852,2017-08-28,2017-08-28,936,108761,30-34,F,26,30,29,13479,3,4.25,1.0,0.0,0.022256843979523704,1.4166666666666667,0.3153052897099191,33.33333333333333,,-1.0,1.4166666666666667,0.31530528970991917,-0.23529411764705882,13479.0
734854,2017-08-19,2017-08-19,936,108762,30-34,F,27,33,32,57022,13,20.29000032,3.0,3.0,0.02279821823155975,1.5607692553846155,0.3558275809336747,23.076923076923077,6.76333344,-0.26071957794823736,1.5607692553846155,0.3558275809336747,-0.012849658641515356,57022.0
734856,2017-08-19,2017-08-19,936,108762,30-34,F,27,28,32,5453,1,1.389999986,1.0,1.0,0.018338529249954154,1.389999986,0.2549055540069686,100.0,1.389999986,2.597122338388282,1.389999986,0.2549055540069686,1.8684333557887403,5453.0
734866,2017-08-20,2017-08-20,936,108764,30-34,F,29,32,31,11803,3,4.440000057,1.0,0.0,0.02541726679657714,1.480000019,0.37617555341862235,33.33333333333333,,-1.0,1.480000019,0.37617555341862235,-0.22522522233382036,11803.0
734881,2017-08-20,2017-08-20,936,108766,30-34,F,31,32,34,4259,1,1.570000052,1.0,1.0,0.023479690068091103,1.570000052,0.3686311462784691,100.0,1.570000052,2.184713270315229,1.570000052,0.3686311462784691,1.3915370687613386,4259.0
734903,2017-08-20,2017-08-20,936,108770,30-34,F,64,69,67,5323,1,1.289999962,1.0,1.0,0.0187863986473793,1.289999962,0.24234453541236145,100.0,1.289999962,2.8759691064238964,1.289999962,0.24234453541236142,2.229433481505712,5323.0
734925,2017-08-20,2017-08-20,936,108774,35-39,F,10,11,12,5024,1,1.409999967,1.0,1.0,0.019904458598726117,1.409999967,0.2806528596735669,100.0,1.409999967,2.5460993737739566,1.409999967,0.2806528596735669,1.8057442789812181,5024.0
734939,2017-08-20,2017-08-20,936,108776,35-39,F,16,19,22,104648,24,33.33000004,4.0,2.0,0.022934026450577173,1.3887500016666667,0.31849629271462426,16.666666666666664,16.66500002,-0.699969997359772,1.3887500016666667,0.3184962927146243,-0.021001200015593278,104648.0
734968,2017-08-20,2017-08-20,936,108781,35-39,F,22,25,27,8504,3,3.340000093,1.0,1.0,0.03527751646284102,1.1133333643333334,0.3927563608889934,33.33333333333333,3.340000093,0.4970059463408524,1.1133333643333334,0.39275636088899346,0.14880417140780372,8504.0
734999,2017-08-20,2017-08-20,936,108786,35-39,F,27,32,32,20277,6,8.050000072,1.0,0.0,0.029590176061547565,1.3416666786666667,0.3970015323765843,16.666666666666664,,-1.0,1.3416666786666667,0.39700153237658425,-0.12422360137340382,20277.0
735014,2017-08-19,2017-08-19,936,108788,35-39,F,29,34,30,12403,4,5.210000038,1.0,1.0,0.032250262033379024,1.3025000095,0.4200596660485367,25.0,5.210000038,-0.040307108727126735,1.3025000095,0.4200596660485367,-0.007736489142637264,12403.0
735033,2017-08-18,2017-08-18,936,108792,35-39,F,36,40,40,652,0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,652.0
735140,2017-08-19,2017-08-19,936,108809,40-44,F,26,27,31,6907,2,2.349999964,1.0,0.0,0.02895613146083683,1.174999982,0.34023453945272913,50.0,,-1.0,1.174999982,0.34023453945272913,-0.42553192141240387,6907.0
735143,2017-08-19,2017-08-19,936,108810,40-44,F,27,28,30,39035,13,19.32999957,1.0,0.0,0.03330344562572051,1.4869230438461538,0.49519660740361204,7.6923076923076925,,-1.0,1.4869230438461538,0.49519660740361215,-0.05173305857450674,39035.0
735184,2017-08-19,2017-08-19,936,108817,40-44,F,63,66,67,4412,1,1.450000048,1.0,0.0,0.022665457842248413,1.450000048,0.32864914959202174,100.0,,-1.0,1.450000048,0.32864914959202174,-0.6896551495838296,4412.0
735189,2017-08-21,2017-08-21,936,108818,40-44,F,64,65,66,9965,3,4.050000072,1.0,0.0,0.030105368790767684,1.3500000239999999,0.4064224859006522,33.33333333333333,,-1.0,1.3500000239999999,0.4064224859006522,-0.24691357585733892,9965.0
735213,2017-08-21,2017-08-21,936,108822,45-49,F,10,16,11,73634,23,32.97999978,1.0,0.0,0.03123557052448597,1.4339130339130435,0.44789091696770517,4.3478260869565215,,-1.0,1.4339130339130435,0.4478909169677051,-0.030321407115546074,73634.0
735220,2017-08-18,2017-08-18,936,108823,45-49,F,15,17,17,69708,20,31.28999949,1.0,0.0,0.02869111149365926,1.5644999745,0.4488724320020657,5.0,,-1.0,1.5644999745,0.4488724320020658,-0.03195909288268256,69708.0
735247,2017-08-18,2017-08-18,936,108827,45-49,F,20,24,25,14257,6,8.789999962,1.0,0.0,0.04208459002595216,1.4649999936666667,0.6165392412148417,16.666666666666664,,-1.0,1.4649999936666667,0.6165392412148418,-0.1137656432677013,14257.0
735289,2017-08-18,2017-08-18,936,108834,45-49,F,27,30,30,20362,5,9.119999886,1.0,1.0,0.02455554464198016,1.8239999772000002,0.44789312867105396,20.0,9.119999886,-0.451754379111842,1.8239999772000002,0.44789312867105396,-0.049534472013023224,20362.0
735290,2017-08-18,2017-08-18,936,108834,45-49,F,27,29,33,12215,4,6.26000011,1.0,0.0,0.03274662300450266,1.5650000275,0.512484659025788,25.0,,-1.0,1.5650000275,0.512484659025788,-0.15974440613867658,12215.0
735298,2017-08-18,2017-08-18,936,108836,45-49,F,29,31,32,85412,28,38.63999999,2.0,1.0,0.03278227883669742,1.3799999996428571,0.4523954478293448,7.142857142857142,38.63999999,-0.8706004140451864,1.3799999996428571,0.45239544782934477,-0.022531066621907275,85412.0
736869,2017-08-18,2017-08-18,936,109448,30-34,M,2,6,8,2338,1,0.239999995,1.0,0.0,0.0427715996578272,0.239999995,0.1026518370402053,100.0,,-1.0,0.239999995,0.1026518370402053,-4.166666753472224,2338.0
736988,2017-08-21,2017-08-21,936,109472,30-34,M,28,29,29,3891,1,1.090000033,1.0,0.0,0.02570033410434336,1.090000033,0.2801336502184528,100.0,,-1.0,1.090000033,0.2801336502184528,-0.9174311648851116,3891.0
737130,2017-08-21,2017-08-21,936,109507,35-39,M,16,19,18,11199,2,2.680000067,1.0,0.0,0.017858737387266718,1.3400000335,0.23930708697205108,50.0,,-1.0,1.3400000335,0.23930708697205108,-0.373134319029851,11199.0
737320,2017-08-18,2017-08-18,936,109553,35-39,M,63,64,66,5676,2,3.00999999,1.0,0.0,0.035236081747709654,1.504999995,0.5303030285412262,50.0,,-1.0,1.504999995,0.5303030285412261,-0.33222591472500307,5676.0
737524,2017-08-21,2017-08-21,936,109601,40-44,M,30,34,33,2148,1,1.580000043,1.0,1.0,0.04655493482309125,1.580000043,0.7355679902234636,100.0,1.580000043,2.1645568759013,1.580000043,0.7355679902234636,1.3699726689825793,2148.0
737644,2017-08-21,2017-08-21,936,109629,45-49,M,16,22,17,45401,10,14.06000042,1.0,0.0,0.022025946565053633,1.406000042,0.3096848179555516,10.0,,-1.0,1.406000042,0.3096848179555516,-0.07112375320967451,45401.0
737657,2017-08-18,2017-08-18,936,109633,45-49,M,18,23,20,7478,2,2.900000095,1.0,1.0,0.02674511901577962,1.4500000475,0.3878042384327361,50.0,2.900000095,0.7241378745541039,1.4500000475,0.3878042384327361,0.24970270718356782,7478.0
737658,2017-08-18,2017-08-18,936,109633,45-49,M,18,19,24,4919,1,1.590000033,1.0,0.0,0.020329335230737954,1.590000033,0.3232364368774141,100.0,,-1.0,1.590000033,0.3232364368774141,-0.6289308045567821,4919.0
737896,2017-08-20,2017-08-20,936,109689,30-34,F,16,21,22,17553,3,4.590000153,1.0,0.0,0.017091095539224065,1.530000051,0.2614937704665869,33.33333333333333,,-1.0,1.530000051,0.2614937704665869,-0.2178649164851128,17553.0
737931,2017-08-20,2017-08-20,936,109698,30-34,F,20,26,24,3343,1,0.540000021,1.0,0.0,0.029913251570445706,0.540000021,0.16153156476218963,100.0,,-1.0,0.540000021,0.16153156476218966,-1.8518517798353937,3343.0
738006,2017-08-20,2017-08-20,936,109717,30-34,F,27,29,32,34740,7,13.41000009,1.0,1.0,0.020149683362118594,1.9157142985714286,0.38601036528497407,14.285714285714285,13.41000009,-0.6271439249483256,1.9157142985714286,0.38601036528497407,-0.0467668844697469,34740.0
738307,2017-08-20,2017-08-20,936,109788,35-39,F,31,36,36,3010,1,0.860000014,1.0,1.0,0.03322259136212625,0.860000014,0.2857142903654485,100.0,0.860000014,4.81395339372634,0.860000014,0.28571429036544854,5.597620134139137,3010.0
738389,2017-08-19,2017-08-19,936,109808,40-44,F,10,16,12,27081,9,10.77000046,1.0,1.0,0.03323363243602526,1.1966667177777779,0.3976958184705144,11.11111111111111,10.77000046,-0.5357474664397553,1.1966667177777779,0.3976958184705144,-0.04974442372862771,27081.0
738408,2017-08-19,2017-08-19,936,109813,40-44,F,16,22,22,20233,4,5.590000153,3.0,0.0,0.019769683190826868,1.39750003825,0.2762813301537093,75.0,,-1.0,1.39750003825,0.27628133015370926,-0.17889087166899761,20233.0
738413,2017-08-19,2017-08-19,936,109813,40-44,F,16,17,19,147159,36,58.16000044,3.0,1.0,0.024463335575805763,1.6155555677777778,0.3952187799590919,8.333333333333332,58.16000044,-0.9140302619983955,1.6155555677777778,0.3952187799590919,-0.01571578842990799,147159.0
738423,2017-08-19,2017-08-19,936,109816,40-44,F,18,20,24,21664,7,10.61999977,1.0,1.0,0.03231166912850812,1.5171428242857143,0.49021416959010333,14.285714285714285,10.61999977,-0.529190196959863,1.5171428242857143,0.49021416959010333,-0.04982958648028888,21664.0
738436,2017-08-19,2017-08-19,936,109820,40-44,F,19,21,20,9112,4,5.460000038,1.0,1.0,0.043898156277436345,1.3650000095,0.599209837357331,25.0,5.460000038,-0.0842490906224423,1.3650000095,0.599209837357331,-0.015430236270346762,9112.0
738582,2017-08-19,2017-08-19,936,109848,45-49,F,10,16,12,46150,15,20.17999983,1.0,1.0,0.03250270855904659,1.3453333219999999,0.43726976879739976,6.666666666666667,20.17999983,-0.7522299285371203,1.3453333219999999,0.4372697687973998,-0.037276012630031836,46150.0
738592,2017-08-20,2017-08-20,936,109850,45-49,F,16,22,20,493821,116,176.3799977,4.0,1.0,0.02349029304140569,1.520517221551724,0.3571739510875398,3.4482758620689653,176.3799977,-0.9716521143825823,1.520517221551724,0.3571739510875398,-0.005508856599687904,493821.0
738593,2017-08-20,2017-08-20,936,109850,45-49,F,16,17,21,92011,27,34.39000046,2.0,1.0,0.029344317527252174,1.273703720740741,0.37375966417058837,7.4074074074074066,34.39000046,-0.8546088998801951,1.273703720740741,0.37375966417058837,-0.024850505625151568,92011.0
738598,2017-08-21,2017-08-21,936,109851,45-49,F,18,23,24,12956,4,5.49000001,1.0,1.0,0.030873726458783574,1.3725000025,0.42374189641864773,25.0,5.49000001,-0.08925318927276289,1.3725000025,0.42374189641864773,-0.016257411495480652,12956.0
738637,2017-08-21,2017-08-21,936,109857,45-49,F,24,26,30,944,1,1.419999957,1.0,0.0,0.1059322033898305,1.419999957,1.5042372425847457,100.0,,-1.0,1.419999957,1.5042372425847457,-0.7042253734378107,944.0
738648,2017-08-18,2017-08-18,936,109859,45-49,F,26,30,27,111090,38,51.97000027,5.0,1.0,0.03420649923485462,1.3676315860526316,0.46781888801872357,13.157894736842104,51.97000027,-0.9037906489508664,1.3676315860526316,0.46781888801872357,-0.017390622363967642,111090.0
747212,2017-08-18,2017-08-18,936,110836,30-34,M,10,16,14,7208,2,3.190000057,1.0,0.0,0.02774694783573807,1.5950000285,0.4425638258879024,50.0,,-1.0,1.5950000285,0.44256382588790233,-0.31347961822309145,7208.0
747222,2017-08-18,2017-08-18,936,110838,30-34,M,16,22,20,12489,2,1.960000038,1.0,0.0,0.016014092401313153,0.980000019,0.15693810857554646,50.0,,-1.0,0.980000019,0.15693810857554646,-0.5102040717409415,12489.0
747362,2017-08-21,2017-08-21,936,110861,35-39,M,15,16,18,4607,1,1.149999976,1.0,1.0,0.021706099413935316,1.149999976,0.24962013805079225,100.0,1.149999976,3.3478261776937637,1.149999976,0.24962013805079225,2.91115325874908,4607.0
747369,2017-08-21,2017-08-21,936,110862,35-39,M,16,17,21,13355,2,3.180000067,1.0,1.0,0.014975664545114188,1.5900000335,0.23811307128416323,50.0,3.180000067,0.5723270108975127,1.5900000335,0.23811307128416323,0.17997704366007886,13355.0
747401,2017-08-21,2017-08-21,936,110867,35-39,M,22,25,25,2793,1,0.980000019,1.0,1.0,0.03580379520229145,0.980000019,0.35087719978517723,100.0,0.980000019,4.102040717409414,0.980000019,0.35087719978517723,4.185755752938832,2793.0
747489,2017-08-21,2017-08-21,936,110882,40-44,M,2,7,6,4016,2,1.480000049,1.0,1.0,0.049800796812749,0.7400000245,0.36852590861553786,50.0,1.480000049,2.3783782665266653,0.7400000245,0.36852590861553786,1.6070122890426102,4016.0
747514,2017-08-21,2017-08-21,936,110886,40-44,M,16,20,17,14843,3,2.939999938,1.0,1.0,0.02021154753082261,0.9799999793333334,0.19807316162500843,33.33333333333333,2.939999938,0.7006803079735302,0.9799999793333334,0.19807316162500843,0.23832664039108226,14843.0
747645,2017-08-21,2017-08-21,936,110908,45-49,M,10,14,13,9674,3,4.600000024,1.0,1.0,0.03101095720487906,1.5333333413333332,0.47550134628902213,33.33333333333333,4.600000024,0.08695651606805299,1.5333333413333332,0.47550134628902213,0.01890359035094931,9674.0
747659,2017-08-25,2017-08-25,936,110910,45-49,M,16,21,17,12186,2,2.669999957,1.0,0.0,0.016412276382734285,1.3349999785,0.2191038861808633,50.0,,-1.0,1.3349999785,0.2191038861808633,-0.3745318412377787,12186.0
747791,2017-08-25,2017-08-25,936,110932,30-34,F,10,14,13,31393,8,10.96000051,1.0,1.0,0.025483388016436785,1.37000006375,0.3491224320708438,12.5,10.96000051,-0.5437956416664437,1.37000006375,0.3491224320708438,-0.04961638835420489,31393.0
747795,2017-08-25,2017-08-25,936,110933,30-34,F,15,21,18,8410,2,2.359999895,1.0,1.0,0.023781212841854936,1.1799999475,0.28061829904875146,50.0,2.359999895,1.1186441620583207,1.1799999475,0.28061829904875146,0.47400178467309667,8410.0
747798,2017-08-25,2017-08-25,936,110934,30-34,F,16,21,20,25884,5,7.350000143,1.0,0.0,0.019316952557564517,1.4700000286,0.28395920812084685,20.0,,-1.0,1.4700000286,0.28395920812084685,-0.13605441912166233,25884.0
747828,2017-08-25,2017-08-25,936,110939,30-34,F,22,24,24,28488,10,9.340000033,1.0,0.0,0.035102499297950014,0.9340000033000001,0.32785734460123567,10.0,,-1.0,0.9340000033000001,0.32785734460123567,-0.10706638077803098,28488.0
747852,2017-08-24,2017-08-24,936,110943,30-34,F,26,32,32,10126,3,4.619999886,1.0,0.0,0.02962670353545329,1.5399999619999998,0.45625122318783323,33.33333333333333,,-1.0,1.5399999619999998,0.4562512231878333,-0.21645022179119597,10126.0
747859,2017-08-24,2017-08-24,936,110944,30-34,F,27,32,33,22572,5,8.5,1.0,0.0,0.022151337940811627,1.7,0.37657274499379767,20.0,,-1.0,1.7,0.3765727449937976,-0.11764705882352941,22572.0
747968,2017-08-24,2017-08-24,936,110962,35-39,F,21,27,24,512,0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,512.0
747991,2017-08-24,2017-08-24,936,110966,35-39,F,25,31,27,4868,2,2.420000076,1.0,0.0,0.041084634346754315,1.210000038,0.4971240912078883,50.0,,-1.0,1.210000038,0.4971240912078882,-0.4132231275186125,4868.0
748000,2017-08-24,2017-08-24,936,110967,35-39,F,26,27,32,6585,2,2.950000048,1.0,0.0,0.030372057706909643,1.475000024,0.4479878584662111,50.0,,-1.0,1.475000024,0.4479878584662111,-0.3389830453318013,6585.0
748007,2017-08-24,2017-08-24,936,110968,35-39,F,27,29,28,10164,2,3.720000029,1.0,1.0,0.01967729240456513,1.8600000145,0.3659976415781188,50.0,3.720000029,0.3440860110272865,1.8600000145,0.36599764157811887,0.09249623880239127,10164.0
748014,2017-08-24,2017-08-24,936,110970,35-39,F,29,31,35,11182,4,4.449999809,1.0,0.0,0.03577177606868181,1.11249995225,0.3979609916830621,25.0,,-1.0,1.11249995225,0.3979609916830621,-0.2247191107688427,11182.0
748086,2017-08-25,2017-08-25,936,110982,40-44,F,16,19,18,34127,8,13.07000017,1.0,0.0,0.023441849561930433,1.63375002125,0.38298122219943154,12.5,,-1.0,1.63375002125,0.38298122219943154,-0.07651109311347469,34127.0
